title,vendor,ingredients_cleaned,description_cleaned,sold_count,90 Day Repurchase Rate
Organic Lion’s Mane - Focus Coffee,Mushrooms For Life,"coffee, lion's mane, vanilla, cardamom","organic Arabica coffee, organic Lion’s Mane (Hericium erinaceus) fruiting bodies, cardamom, vanilla, cognitive support, convenience, single-serve sachets, adults",0,0.0
Organic Lion’s Mane - Matcha Latte,Mushrooms For Life,"coconut milk, matcha tea, lion's mane extract, coconut sugar, cinnamon","matcha, Lion’s Mane mushroom, organic coconut sugar, cinnamon, coconut milk powder, focus enhancement, calm, latte, single-serve sachet, adults",0,0.0
Organic Lion’s Mane Tincture,Bristol Fungarium,"lion's mane, water, ethanol","Lion’s Mane mushrooms, cognitive support and calm, tincture, adults seeking clarity and calm",627,0.374165
Organic Lip Balm Rainforest,Cliganic,"sunflower seed oil, beeswax, olive fruit oil, peppermint oil, hemp seed oil, spearmint leaf oil, tocopherol, jojoba seed oil, eucalyptus leaf oil, calendula flower extract, rosemary leaf extract, coconut oil, vanilla fruit extract, orange peel oil, lemon peel oil, lime oil","beeswax, vitamin E, sunflower oil, pure essential oils, vitamins, antioxidants, lip hydration, protection against dryness and cracking, lip softness and smoothness, lip care, balm",0,0.0
Organic Lip Balm Rose,Alteya Organics,"sweet almond oil, beeswax, macadamia seed oil, shea butter, carnauba wax, cocoa seed butter, wheat germ oil, vitamin e, rose flower oil, rosemary leaf extract, linalool, citronellol, geraniol, eugenol, farnesol, limonene","organic rose oil, hydration and nourishment, lip balm, general audience",0,0.0
Organic Liquid B12,Vimergy,"vitamin b12, glycerin, flax, water","vitamin B12, support energy metabolism, reduce tiredness and fatigue, support nervous system and psychological function, maintain red blood cell formation, support immune system, liquid, adults",795,0.563636
Organic Liquid Probiotic - Unflavoured,MaryRuth's,"lactobacillus acidophilus, lactobacillus rhamnosus, lactobacillus salivarius, lactobacillus casei, lactobacillus plantarum, lactococcus lactis, streptococcus thermophilus, bifidobacterium bifidum, bifidobacterium lactis, bifidobacterium infantis, bifidobacterium breve, bifidobacterium longum, alfalfa grass","Streptococcus thermophilus, 13 live cultures, organic alfalfa grass, support digestive health and daily wellbeing, liquid, all ages, vegan",87,0.0
Organic Liquid Vegan D3,Vimergy,"vitamin d3, mct oil, coconut oil","vitamin D3 (cholecalciferol-rich lichen extract), organic MCT-coconut oil, maintain normal bones and teeth, support immune system, support muscle function, support cell division, aid calcium and phosphorus absorption, liquid drops, vegan-friendly, anyone with limited sun exposure or looking to maintain vitamin D levels",179,0.475806
Organic Liquid Zinc,Vimergy,"zinc, glycerin, flax, water, apple juice concentrate","zinc, supports immune system, maintains healthy hair skin nails bones, normal cognitive function, protects cells from oxidative stress, liquid, general adult audience",755,0.487805
Organic Lymphatic Support Herbal Blend,MaryRuth's,"echinacea root, european elderberry, plantain leaf, blue vervain, yarrow leaf, yarrow flower, myrrh oleo-gum resin, thyme leaf, vegetable glycerin, purified water","organic echinacea root, European elderberry, plantain leaf, blue vervain, yarrow, myrrh, thyme, daily wellbeing, daily wellness, herbal tincture, tincture, adults seeking plant-based daily self-care",144,0.0
Organic MCT Oil,APE Nutrition,,"organic coconut-derived MCTs (60% C8 Caprylic Acid, 40% C10 Capric Acid), fast clean energy, supports cognitive function and focus, antimicrobial support for gut health, oil, adults (general audience)",0,0.0
Organic Maca,Vivo Life,gelatinized yellow maca,"organic yellow maca powder, natural energy boost and easier digestion, powder, general adult audience",256,0.0
Organic Maca & MCT Oil,Healf,"maca, coconut oil, medium chain triglycerides","60% C8 (caprylic acid), 40% C10 (capric acid), organic maca powder, fuel source, cellular metabolism support, smoothie additive, coffee additive, powder, oil, adults",0,0.0
Organic Maca Powder,KIKI Health,maca,"organic maca powder, red maca root, yellow maca root, purple maca root, black maca root, nutritional supplement, powder, general adult consumers",92,0.0
Organic Maca Root Liquid Drops,MaryRuth's,"maca, vegetable glycerin, water","organic maca root, supports mood, endurance, enhances sexual desire, maintains homeostasis, liquid drops, adults",0,0.0
Organic Maitake & Reishi Mushroom Extract Blend,KIKI Health,"reishi mushroom, maitake mushroom, hypromellose","Maitake mushrooms, Reishi mushrooms, beta-glucan polysaccharides, triterpenoids, polyphenols, everyday wellbeing, vegan capsules, adults",0,0.0
Organic Maitake - Ginger Latte,Mushrooms For Life,"coconut milk powder, maitake extract powder, ginger extract powder, cinnamon powder, ginger powder, vanilla powder","organic Maitake (Grifola frondosa) fruiting bodies, organic ginger, cinnamon, vanilla, coconut milk powder, comforting latte experience, dairy-free, caffeine-free, powder, general adult consumers",0,0.0
Organic Maitake Capsules,Mushrooms For Life,"maitake, vegetable cellulose, hydroxypropyl methylcellulose","Maitake mushroom extract, immune support, capsules, adults",0,0.0
Organic Maitake Extract Powder,Mushrooms For Life,maitake fruiting body extract powder,"organic maitake mushroom (Grifola frondosa) extract, immune support and wellbeing, powder, general adult audience",0,0.0
Organic Maitake Mushroom Extract,KIKI Health,maitake mushroom,"beta-glucan polysaccharides, triterpenes, polyphenols, support balanced lifestyle, mushroom extract, adults",0,0.0
Organic Maitake Mushroom Extract - Powder,KIKI Health,maitake mushroom,"organic maitake mushroom fruiting body extract, beta-glucans, triterpenes, polyphenols, immune support, antioxidant benefits, powder, adults",0,0.0
Organic Maitake Tincture,Bristol Fungarium,"maitake, water, ethanol","Organic Maitake mushroom, support everyday balance, tincture, general adult use",31,0.0
Organic Matcha,Cymbiotika,matcha tea,"first-harvest tea leaves, shade-grown, stone-ground, antioxidant-rich powder, daily beverage, powder, adults",0,0.0
Organic Matcha Grade AA,OMGTea,matcha green tea,"matcha, caffeine, L-theanine, focus and refreshment, powder, general adult consumers",13,0.0
Organic Matcha Grade AAA,OMGTea,matcha green tea,"Matcha powder, antioxidants, L-theanine, caffeine, theophylline, supports healthy ageing, boosts focus, elevates mood, promotes relaxation, sustained energy, powder, adults",49,0.0
Organic Matcha Grade AAA+,OMGTea,matcha green tea,"matcha (first harvest, shade-grown leaves), beverage for starting the day or elevating the afternoon, powder, general adult consumers",36,0.0
Organic Menopause Gummies - Strawberry,MaryRuth's,"vitamin d, vitamin b6, folate, vitamin b12, sodium, maca root, kudzu root, black cohosh root, st. john's wort, glucose syrup, cane sugar, water, pectin, maltodextrin, citric acid, vegetable juice, sunflower oil, natural flavor, sodium citrate, carnauba wax","maca root, kudzu root, black cohosh, St. John’s wort, vitamin D, B6, B12, folate, supports mood balance, hot flash relief, bone health, hormonal balance, energy support, nervous system function, gummy, women aged 40 and up",0,0.0
Organic Menstrual Support Gummies - Strawberry,MaryRuth's,"vitamin b6, sodium, dong quai root, chaste tree berry, chamomile flower, glucose syrup, cane sugar, water, pectin, citric acid, vegetable juice, natural flavor, sunflower oil, sodium citrate, carnauba wax","Chaste Tree Berry, Dong Quai Root, Chamomile Flower, Vitamin B6, supports premenstrual mood and wellbeing, eases bloating and cycle discomfort, gummy, women aged 18 and over",0,0.0
Organic Milk Thistle,Vimergy,"milk thistle, glycerin, flax, water, apple juice, mulberry, lemon juice","milk thistle extract, liver support, liquid extract, adults",262,0.426829
Organic Milk Thistle Extract,Botanicals For Life,"coconut, vegetable glycerine, purified water, milk thistle seed extract","milk thistle seeds, coconut glycerine, purified water, support physical and cognitive functions, liquid extract, adults",0,0.0
Organic Milk Thistle Seed Liquid Drops,MaryRuth's,"milk thistle, glycerin, water","milk thistle seed, silymarin, antioxidant support, liver function support, natural detoxification aid, digestive comfort, liquid drops, adults",0,0.0
Organic Moringa Leaf,KIKI Health,"moringa leaf, hypromellose","organic moringa leaf powder, nourishment, capsules, vegetarians and vegans",100,0.0
Organic Moringa Leaf Powder,KIKI Health,moringa leaf,"organic moringa leaf powder, plant-based protein, source of fibre, all eight essential amino acids, support balanced diet, natural greens boost, powder, general audience",0,0.0
Organic Multi-Mushroom Blend,KIKI Health,"lion's mane, reishi, chaga, shiitake, agaricus, maitake, oyster mushroom, auricularia, hypromellose","Cordyceps, Reishi, Chaga, Lion’s Mane, Auricularia, Maitake, Shiitake, Agaricus, beta-glucan-rich polysaccharides, daily wellness support, extract blend, adults",769,0.0
Organic Multivitamin with Minerals,Global Healing,"vitamin A, beta carotene, vitamin C, acerola cherry, vitamin D3, lichen, vitamin E, d-alpha tocopherol, annatto, vitamin K, menaquinone, thiamin, riboflavin, niacin, vitamin B6, pyridoxine, folate, vitamin B12, methylcobalamin, biotin, pantothenic acid, choline, iodine, zinc, selenium, manganese, chromium, omega 3, omega 6, omega 9, amino acids, chia seed, betaine, strawberry, mango, apple, papaya, cranberry, lemon, carrot, pineapple, kale, orange, goji berry, acai berry, maqui berry, blueberry, blackberry, red raspberry, turmeric, inositol, tulsi, holy basil","vitamin C, B6, B12, folate, vitamin D3, zinc, biotin, riboflavin, selenium, organic fruit and vegetable powders, reduce tiredness and fatigue, support immune system, maintain skin, hair, and vision, capsule, adults, vegan-friendly",67,0.0
Organic Mushroom Coffee,KIKI Health,"arabica coffee, turkey tail mushroom, lion's mane mushroom, reishi mushroom","freeze-dried Arabica coffee, Turkey Tail mushroom extract, Lion’s Mane mushroom extract, Reishi mushroom extract, beta-glucan polysaccharides, smooth flavourful coffee, antioxidant and cognitive support, coffee, adults, vegetarians, vegans",134,0.0
Organic Mushroom Complex Liquid Drops,MaryRuth's,"agaricus blazei, maitake, reishi, shiitake, lion's mane, turkey tail, vegetable glycerin, purified water","Lion’s Mane, Reishi, Agaricus Blazei, Maitake, Shiitake, Turkey Tails, supports overall wellness and vitality, liquid drops, general adult audience",0,0.0
Organic Myco Beauty Capsules,Mushrooms For Life,"chaga, tremella, vegetable cellulose, hydroxypropyl methylcellulose","Chaga extract, Tremella extract, everyday wellbeing, capsules, adults",0,0.0
Organic Myco Beauty Powder,Mushrooms For Life,"chaga, tremella","organic Chaga (Inonotus obliquus), Tremella (Tremella fuciformis), antioxidant support, immune support, powder, general adult consumers",0,0.0
Organic Myco O2 Capsules,Mushrooms For Life,"reishi, cordyceps, vegetable cellulose, hydroxypropyl methylcellulose","reishi, cordyceps, mushroom extracts, daily wellbeing support, capsules, adults",0,0.0
Organic Myco O2 Powder,Mushrooms For Life,"reishi, cordyceps","reishi, cordyceps, mushroom extracts, support wellness, powder, general adult audience",0,0.0
Organic Myco Synergy Capsules,Mushrooms For Life,"vegetable cellulose, hydroxypropyl methylcellulose, lion's mane, cordyceps, reishi, maitake, tremella, shiitake","Lion’s Mane, Cordyceps, Reishi, Maitake, Shiitake, Tremella, everyday wellbeing, capsules, adults",0,0.0
Organic Myco Synergy Powder,Mushrooms For Life,"lion's mane, cordyceps, reishi, maitake, tremella, shiitake","Lion’s Mane, Cordyceps, Reishi, Maitake, Shiitake, Tremella, everyday wellbeing, powder, general adult audience",0,0.0
Organic Myco Zen Capsules,Mushrooms For Life,"reishi, ganoderma lucidum, lion's mane, hericium erinaceus, vegetable cellulose, hydroxypropyl methylcellulose","organic lion’s mane mushroom, organic reishi mushroom, daily balance, calm, clarity, capsules, adults",0,0.0
Organic Myco Zen Powder,Mushrooms For Life,"reishi, ganoderma lucidum, lions mane, hericium erinaceus","lion’s mane, reishi, daily balance, clarity, calm, powder, adults",0,0.0
Organic Mycomplex Capsules,Mushrooms For Life,"maitake, reishi, cordyceps, vegetable cellulose, hydroxypropyl methylcellulose","reishi, maitake, cordyceps, support everyday wellbeing, capsule, adults",0,0.0
Organic Mycomplex Powder,Mushrooms For Life,"maitake, reishi, cordyceps","reishi, maitake, cordyceps mushrooms, everyday balance, powder, general adult use",0,0.0
Organic Nature's Living Superfood,KIKI Health,"nettle leaf, wheat grass, barley grass, horsetail, alfalfa grass, carob, burdock root, ginger root, nopal cactus, oat grass, dandelion leaf, parsley leaf, kale, broccoli, cabbage, amla fruit, spirulina, chlorella, kelp, fucus vesiculosus, lipase, cellulase, protease, amylase, bromelain, papain, bacillus subtilis, bacillus licheniformis, lactobacillus acidophilus, lactobacillus casei, lactobacillus plantarum, lactobacillus rhamnosus, lactococcus lactis, bifidobacterium bifidum","plant-based ingredients, green foods, plant juices, sea vegetables, enzymes, bacterial cultures, algae, daily nutrition support, powder, general adult audience",198,0.0
Organic Nettle,Vimergy,"nettle, glycerin, water, lemon juice","organic nettle leaf extract, support daily wellbeing, liquid extract, general adult audience",326,0.382979
Organic Oil of Oregano Liquid Drops,MaryRuth's,"oregano, olive oil, tocopherol","oregano oil (Origanum vulgare) with 60% carvacrol, organic extra virgin olive oil, herbal supplement, liquid drops, adults seeking oregano oil benefits",0,0.0
